,,,,,,,,,,,,,,,,
,26.02.25(수),,260,주초,주말,TIGER 미국나스닥100 주종가,지수 추세,시장 평가,,Date,TIGER 미국나스닥100 ,Date,KODEX 미국나스닥100레버리지(합성 H),TIGER 미국나스닥100레버리지(합성),ACE 미국빅테크TOP7 Plus레버리지(합성),TIMEFOLIO 미국나스닥100액티브
,,,,,,,,,,20.12.14(월),"₩60,720",,,,,
,,,,,,,,,,20.12.15(화),"₩61,090",,,,,
,,,,,,,,,,20.12.16(수),"₩61,850",,,,,
,,,,,,,,,,20.12.17(목),"₩62,285",,,,,
,,,,,,,,,,20.12.18(금),"₩62,740",,,,,
,,,,,,,,,,20.12.21(월),"₩63,150",,,,,
,,,,,,,,,,20.12.22(화),"₩62,820",,,,,
,,,,,,,,,,20.12.23(수),"₩63,115",,,,,
,,,,,,,,,,20.12.24(목),"₩62,690",,,,,
,,,,,,,,,,20.12.28(월),"₩62,910",,,,,
,,,,,,,,,,20.12.29(화),"₩63,135",,,,,
,,,,,,,,,,20.12.30(수),"₩62,815",,,,,
,,,,,,,,,,20.12.31(목),"₩62,815",,,,,
,,,,,,,,,,21.01.04(월),"₩62,535",,,,,
,,,,,,,,,,21.01.05(화),"₩61,970",,,,,
,,,,,,,,,,21.01.06(수),"₩61,640",,,,,
,,,,,,,,,,21.01.07(목),"₩62,005",,,,,
,,,,,,,,,,21.01.08(금),"₩63,420",,,,,
,,,,,,,,,,21.01.11(월),"₩64,110",,,,,
,,,,,,,,,,21.01.12(화),"₩63,705",,,,,
,,,,,,,,,,21.01.13(수),"₩63,480",,,,,
,,,,,,,,,,21.01.14(목),"₩63,795",,,,,
,,,,,,,,,,21.01.15(금),"₩63,370",,,,,
,,,,,,,,,,21.01.18(월),"₩63,240",,,,,
,,,,,,,,,,21.01.19(화),"₩63,885",,,,,
,,,,,,,,,,21.01.20(수),"₩64,395",,,,,
,,,,,,,,,,21.01.21(목),"₩65,795",,,,,
,,,,,,,,,,21.01.22(금),"₩65,975",,,,,
,,,,,,,,,,21.01.25(월),"₩66,405",,,,,
,,,,,,,,,,21.01.26(화),"₩66,510",,,,,
,,,,,,,,,,21.01.27(수),"₩67,130",,,,,
,,,,,,,,,,21.01.28(목),"₩65,405",,,,,
,,,,,,,,,,21.01.29(금),"₩65,160",,,,,
,,,,,,,,,,21.02.01(월),"₩64,890",,,,,
,,,,,,,,,,21.02.02(화),"₩66,610",,,,,
,,,,,,,,,,21.02.03(수),"₩67,650",,,,,
,,,,,,,,,,21.02.04(목),"₩67,070",,,,,
,,,,,,,,,,21.02.05(금),"₩68,585",,,,,
,,,,,,,,,,21.02.08(월),"₩68,645",,,,,
,,,,,,,,,,21.02.09(화),"₩68,435",,,,,
,,,,,,,,,,21.02.10(수),"₩68,205",,,,,
,,,,,,,,,,21.02.15(월),"₩68,350",,,,,
,,,,,,,,,,21.02.16(화),"₩68,490",,,,,
,,,,,,,,,,21.02.17(수),"₩68,400",,,,,
,,,,,,,,,,21.02.18(목),"₩67,800",,,,,
,,,,,,,,,,21.02.19(금),"₩67,540",,,,,
,,,,,,,,,,21.02.22(월),"₩67,315",,,,,
,,,,,,,,,,21.02.23(화),"₩66,255",,,,,
,,,,,,,,,,21.02.24(수),"₩65,095",,,,,
,,,,,,,,,,21.02.25(목),"₩66,240",,,,,
,,,,,,,,,,21.02.26(금),"₩64,240",,,,,
,,,,,,,,,,21.03.02(화),"₩66,715",,,,,
,,,,,,,,,,21.03.03(수),"₩66,060",,,,,
,,,,,,,,,,21.03.04(목),"₩63,665",,,,,
,,,,,,,,,,21.03.05(금),"₩62,845",,,,,
,,,,,,,,,,21.03.08(월),"₩63,710",,,,,
,,,,,,,,,,21.03.09(화),"₩63,365",,,,,
,,,,,,,,,,21.03.10(수),"₩65,265",,,,,
,,,,,,,,,,21.03.11(목),"₩65,415",,,,,
,,,,,,,,,,21.03.12(금),"₩66,030",,,,,
,,,,,,,,,,21.03.15(월),"₩65,750",,,,,
,,,,,,,,,,21.03.16(화),"₩66,525",,,,,
,,,,,,,,,,21.03.17(수),"₩66,685",,,,,
,,,,,,,,,,21.03.18(목),"₩66,600",,,,,
,,,,,,,,,,21.03.19(금),"₩64,780",,,,,
,,,,,,,,,,21.03.22(월),"₩65,440",,,,,
,,,,,,,,,,21.03.23(화),"₩65,945",,,,,
,,,,,,,,,,21.03.24(수),"₩66,280",,,,,
,,,,,,,,,,21.03.25(목),"₩65,200",,,,,
,,,,,,,,,,21.03.26(금),"₩65,300",,,,,
,,,,,,,,,,21.03.29(월),"₩65,295",,,,,
,,,,,,,,,,21.03.30(화),"₩65,690",,,,,
,,,,,,,,,,21.03.31(수),"₩65,490",,,,,
,,,,,,,,,,21.04.01(목),"₩66,820",,,,,
,,,,,,,,,,21.04.02(금),"₩67,515",,,,,
,,,,,,,,,,21.04.05(월),"₩67,430",,,,,
,,,,,,,,,,21.04.06(화),"₩68,145",,,,,
,,,,,,,,,,21.04.07(수),"₩68,045",,,,,
,,,,,,,,,,21.04.08(목),"₩68,795",,,,,
,,,,,,,,,,21.04.09(금),"₩69,130",,,,,
,,,,,,,,,,21.04.12(월),"₩69,675",,,,,
,,,,,,,,,,21.04.13(화),"₩69,675",,,,,
,,,,,,,,,,21.04.14(수),"₩70,025",,,,,
,,,,,,,,,,21.04.15(목),"₩69,485",,,,,
,,,,,,,,,,21.04.16(금),"₩69,990",,,,,
,,,,,,,,,,21.04.19(월),"₩70,420",,,,,
,,,,,,,,,,21.04.20(화),"₩69,500",,,,,
,,,,,,,,,,21.04.21(수),"₩69,055",,,,,
,,,,,,,,,,21.04.22(목),"₩69,880",,,,,
,,,,,,,,,,21.04.23(금),"₩68,970",,,,,
,,,,,,,,,,21.04.26(월),"₩69,545",,,,,
,,,,,,,,,,21.04.27(화),"₩69,900",,,,,
,,,,,,,,,,21.04.28(수),"₩69,720",,,,,
,,,,,,,,,,21.04.29(목),"₩69,640",,,,,
,,,,,,,,,,21.04.30(금),"₩69,380",,,,,
,,,,,,,,,,21.05.03(월),"₩69,830",,,,,
,,,,,,,,,,21.05.04(화),"₩69,280",,,,,
,,,,,,,,,,21.05.06(목),"₩68,200",,,,,
,,,,,,,,,,21.05.07(금),"₩68,490",,,,,
,,,,,,,,,,21.05.10(월),"₩68,445",,,,,
,,,,,,,,,,21.05.11(화),"₩66,560",,,,,
,,,,,,,,,,21.05.12(수),"₩66,970",,,,,
,,,,,,,,,,21.05.13(목),"₩66,110",,,,,
,,,,,,,,,,21.05.14(금),"₩66,695",,,,,
,,,,,,,,,,21.05.17(월),"₩68,065",,,,,
,,,,,,,,,,21.05.18(화),"₩67,900",,,,,
,,,,,,,,,,21.05.20(목),"₩67,155",,,,,
,,,,,,,,,,21.05.21(금),"₩68,250",,,,,
,,,,,,,,,,21.05.24(월),"₩67,895",,,,,
,,,,,,,,,,21.05.25(화),"₩69,000",,,,,
,,,,,,,,,,21.05.26(수),"₩68,565",,,,,
,,,,,,,,,,21.05.27(목),"₩68,540",,,,,
,,,,,,,,,,21.05.28(금),"₩68,350",,,,,
,,,,,,,,,,21.05.31(월),"₩68,245",,,,,
,,,,,,,,,,21.06.01(화),"₩67,910",,,,,
,,,,,,,,,,21.06.02(수),"₩68,085",,,,,
,,,,,,,,,,21.06.03(목),"₩68,275",,,,,
,,,,,,,,,,21.06.04(금),"₩67,590",,,,,
,,,,,,,,,,21.06.07(월),"₩68,490",,,,,
,,,,,,,,,,21.06.08(화),"₩69,065",,,,,
,,,,,,,,,,21.06.09(수),"₩69,050",,,,,
,,,,,,,,,,21.06.10(목),"₩69,100",,,,,
,,,,,,,,,,21.06.11(금),"₩69,540",,,,,
,,,,,,,,,,21.06.14(월),"₩70,115",,,,,
,,,,,,,,,,21.06.15(화),"₩70,815",,,,,
,,,,,,,,,,21.06.16(수),"₩70,365",,,,,
,,,,,,,,,,21.06.17(목),"₩70,520",,,,,
,,,,,,,,,,21.06.18(금),"₩72,015",,,,,
,,,,,,,,,,21.06.21(월),"₩71,555",,,,,
,,,,,,,,,,21.06.22(화),"₩71,805",,,,,
,,,,,,,,,,21.06.23(수),"₩72,915",,,,,
,,,,,,,,,,21.06.24(목),"₩72,840",,,,,
,,,,,,,,,,21.06.25(금),"₩72,650",,,,,
,,,,,,,,,,21.06.28(월),"₩72,800",,,,,
,,,,,,,,,,21.06.29(화),"₩73,355",,,,,
,,,,,,,,,,21.06.30(수),"₩73,650",,,,,
,,,,,,,,,,21.07.01(목),"₩73,980",,,,,
,,,,,,,,,,21.07.02(금),"₩73,970",,,,,
,,,,,,,,,,21.07.05(월),"₩74,630",,,,,
,,,,,,,,,,21.07.06(화),"₩74,535",,,,,
,,,,,,,,,,21.07.07(수),"₩75,480",,,,,
,,,,,,,,,,21.07.08(목),"₩75,950",,,,,
,,,,,,,,,,21.07.09(금),"₩75,750",,,,,
,,,,,,,,,,21.07.12(월),"₩76,255",,,,,
,,,,,,,,,,21.07.13(화),"₩76,430",,,,,
,,,,,,,,,,21.07.14(수),"₩76,605",,,,,
,,,,,,,,,,21.07.15(목),"₩76,475",,,,,
,,,,,,,,,,21.07.16(금),"₩75,685",,,,,
,,,,,,,,,,21.07.19(월),"₩75,495",,,,,
,,,,,,,,,,21.07.20(화),"₩75,535",,,,,
,,,,,,,,,,21.07.21(수),"₩76,230",,,,,
,,,,,,,,,,21.07.22(목),"₩76,595",,,,,
,,,,,,,,,,21.07.23(금),"₩77,390",,,,,
,,,,,,,,,,21.07.26(월),"₩78,200",,,,,
,,,,,,,,,,21.07.27(화),"₩77,940",,,,,
,,,,,,,,,,21.07.28(수),"₩77,430",,,,,
,,,,,,,,,,21.07.29(목),"₩77,100",,,,,
,,,,,,,,,,21.07.30(금),"₩76,570",,,,,
,,,,,,,,,,21.08.02(월),"₩77,605",,,,,
,,,,,,,,,,21.08.03(화),"₩77,170",,,,,
,,,,,,,,,,21.08.04(수),"₩77,285",,,,,
,,,,,,,,,,21.08.05(목),"₩77,300",,,,,
,,,,,,,,,,21.08.06(금),"₩77,645",,,,,
,,,,,,,,,,21.08.09(월),"₩77,260",,,,,
,,,,,,,,,,21.08.10(화),"₩77,935",,,,,
,,,,,,,,,,21.08.11(수),"₩77,980",,,,,
,,,,,,,,,,21.08.12(목),"₩78,100",,,,,
,,,,,,,,,,21.08.13(금),"₩79,050",,,,,
,,,,,,,,,,21.08.17(화),"₩79,740",,,,,
,,,,,,,,,,21.08.18(수),"₩78,700",,,,,
,,,,,,,,,,21.08.19(목),"₩77,870",,,,,
,,,,,,,,,,21.08.20(금),"₩78,850",,,,,
,,,,,,,,,,21.08.23(월),"₩79,670",,,,,
,,,,,,,,,,21.08.24(화),"₩80,195",,,,,
,,,,,,,,,,21.08.25(수),"₩80,460",,,,,
,,,,,,,,,,21.08.26(목),"₩80,475",,,,,
,,,,,,,,,,21.08.27(금),"₩80,350",,,,,
,,,,,,,,,,21.08.30(월),"₩80,760",,,,,
,,,,,,,,,,21.08.31(화),"₩81,450",,,,,
,,,,,,,,,,21.09.01(수),"₩81,135",,,,,
,,,,,,,,,,21.09.02(목),"₩81,330",,,,,
,,,,,,,,,,21.09.03(금),"₩81,030",,,,,
,,,,,,,,,,21.09.06(월),"₩81,375",,,,,
,,,,,,,,,,21.09.07(화),"₩81,480",,,,,
,,,,,,,,,,21.09.08(수),"₩81,955",,,,,
,,,,,,,,,,21.09.09(목),"₩81,635",,,,,
,,,,,,,,,,21.09.10(금),"₩81,700",,,,,
,,,,,,,,,,21.09.13(월),"₩81,555",,,,,
,,,,,,,,,,21.09.14(화),"₩81,100",,,,,
,,,,,,,,,,21.09.15(수),"₩80,810",,,,,
,,,,,,,,,,21.09.16(목),"₩81,355",,,,,
,,,,,,,,,,21.09.17(금),"₩81,800",,,,,
,,,,,,,,,,21.09.23(목),"₩80,135",,,,,
,,,,,,,,,,21.09.24(금),"₩80,600",,,,,
,,,,,,,,,,21.09.27(월),"₩81,150",,,,,
,,,,,,,,,,21.09.28(화),"₩80,305",,,,,
,,,,,,,,,,21.09.29(수),"₩78,710",,,,,
,,,,,,,,,,21.09.30(목),"₩78,930",,,,,
,,,,,,,,,,21.10.01(금),"₩77,670",,,,,
,,,,,,,,,,21.10.05(화),"₩77,140",,,,,
,,,,,,,,,,21.10.06(수),"₩77,855",,,,,
,,,,,,,,,,21.10.07(목),"₩79,525",,,,,
,,,,,,,,,,21.10.08(금),"₩79,680",,,,,
,,,,,,,,,,21.10.12(화),"₩78,730",,,,,
,,,,,,,,,,21.10.13(수),"₩78,365",,,,,
,,,,,,,,,,21.10.14(목),"₩79,005",,,,,
,,,,,,,,,,21.10.15(금),"₩80,005",,,,,
,,,,,,,,,,21.10.18(월),"₩80,245",,,,,
,,,,,,,,,,21.10.19(화),"₩80,995",,,,,
,,,,,,,,,,21.10.20(수),"₩81,010",,,,,
,,,,,,,,,,21.10.21(목),"₩80,975",,,,,
,,,,,,,,,,21.10.22(금),"₩81,360",,,,,
,,,,,,,,,,21.10.25(월),"₩80,510",,,,,
,,,,,,,,,,21.10.26(화),"₩81,575",,,,,
,,,,,,,,,,21.10.27(수),"₩81,765",,,,,
,,,,,,,,,,21.10.28(목),"₩81,910",,,,,
,,,,,,,,,,21.10.29(금),"₩81,910",,,,,
,,,,,,,,,,21.11.01(월),"₩83,555",,,,,
,,,,,,,,,,21.11.02(화),"₩83,590",,,,,
,,,,,,,,,,21.11.03(수),"₩84,400",,,,,
,,,,,,,,,,21.11.04(목),"₩85,625",,,,,
,,,,,,,,,,21.11.05(금),"₩86,795",,,,,
,,,,,,,,,,21.11.08(월),"₩86,395",,,,,
,,,,,,,,,,21.11.09(화),"₩86,085",,,,,
,,,,,,,,,,21.11.10(수),"₩85,660",,,,,
,,,,,,,,,,21.11.11(목),"₩84,825",,,,,
,,,,,,,,,,21.11.12(금),"₩84,905",,,,,
,,,,,,,,,,21.11.15(월),"₩85,705",,,,,
,,,,,,,,,,21.11.16(화),"₩85,560",,,,,
,,,,,,,,,,21.11.17(수),"₩86,405",,,,,
,,,,,,,,,,21.11.18(목),"₩86,515",,,,,
,,,,,,,,,,21.11.19(금),"₩87,970",,,,,
,,,,,,,,,,21.11.22(월),"₩88,255",,,,,
,,,,,,,,,,21.11.23(화),"₩87,030",,,,,
,,,,,,,,,,21.11.24(수),"₩86,915",,,,,
,,,,,,,,,,21.11.25(목),"₩87,560",,,,,
,,,,,,,,,,21.11.26(금),"₩87,060",,,,,
,,,,,,,,,,21.11.29(월),"₩86,645",,,,,
,,,,,,,,,,21.11.30(화),"₩86,900",,,,,
,,,,,,,,,,21.12.01(수),"₩86,620",,,,,
,,,,,,,,,,21.12.02(목),"₩84,110",,,,,
,,,,,,,,,,21.12.03(금),"₩84,705",,,,,
,,,,,,,,,,21.12.06(월),"₩83,550",,,,,
,,,,,,,,,,21.12.07(화),"₩84,340",,,,,
,,,,,,,,,,21.12.08(수),"₩86,415",,,,,
,,,,,,,,,,21.12.09(목),"₩86,155",,,,,
,,,,,,,,,,21.12.10(금),"₩85,500",,,,,
,,,,,,,,,,21.12.13(월),"₩86,615",,,,,
,,,,,,,,,,21.12.14(화),"₩85,340",,,,,
,,,,,,,,,,21.12.15(수),"₩84,740",,,,,
,,,,,,,,,,21.12.16(목),"₩86,870",,,,,
,,,,,,,,,,21.12.17(금),"₩83,925",,,,,
,,,,,,,,,,21.12.20(월),"₩83,245",,,,,
,,,,,,,,,,21.12.21(화),"₩84,435",,,,,
,,,,,,,,,,21.12.22(수),"₩85,295",,,,,
,,,,,,,,,,21.12.23(목),"₩86,050",,,,,
,,,,,,,,,,21.12.24(금),"₩86,590",,,,,
,,,,,,,,,,21.12.27(월),"₩86,835",,,,,
,,,,,,,,,,21.12.28(화),"₩88,120",,,,,
,,,,,,,,,,21.12.29(수),"₩87,985",,,,,
,,,,,,,,,,21.12.30(목),"₩87,800",,,,,
,,,,,,,,,,21.12.31(금),"₩87,800",,,,,
,,,,,,,,,,22.01.03(월),"₩87,665",,,,,
,,,,,,,,,,22.01.04(화),"₩88,485",,,,,
,,,,,,,,,,22.01.05(수),"₩86,885",,,,,
,,,,,,,,,,22.01.06(목),"₩84,325",,,,,
,,,,,,,,,,22.01.07(금),"₩85,050",,,,,
,,,,,,,,,,22.01.10(월),"₩84,115",,,,,
,,,,,,,,,,22.01.11(화),"₩83,550",,,,,
,,,,,,,,,,22.01.12(수),"₩84,735",,,,,
,,,,,,,,,,22.01.13(목),"₩84,665",,,,,
,,,,,,,,,,22.01.14(금),"₩82,605",,,,,
,,,,,,,,,,22.01.17(월),"₩83,175",,,,,
,,,,,,,,,,22.01.18(화),"₩82,435",,,,,
,,,,,,,,,,22.01.19(수),"₩80,675",,,,,
,,,,,,,,,,22.01.20(목),"₩80,830",,,,,
,,,,,,,,,,22.01.21(금),"₩78,650",,,,,
,,,,,,,,,,22.01.24(월),"₩78,040",,,,,
,,,,,,,,,,22.01.25(화),"₩76,820",,,,,
,,,,,,,,,,22.01.26(수),"₩76,415",,,,,
,,,,,,,,,,22.01.27(목),"₩75,045",,,,,
,,,,,,,,,,22.01.28(금),"₩76,490",,,,,
,,,,,,,,,,22.02.03(목),"₩79,860",,,,,
,,,,,,,,,,22.02.04(금),"₩79,430",,,,,
,,,,,,,,,,22.02.07(월),"₩79,020",,,,,
,,,,,,,,,,22.02.08(화),"₩78,230",,,,,
,,,,,,,,,,22.02.09(수),"₩79,360",,,,,
,,,,,,,,,,22.02.10(목),"₩80,465",,,,,
,,,,,,,,,,22.02.11(금),"₩78,140",,,,,
,,,,,,,,,,22.02.14(월),"₩76,275",,,,,
,,,,,,,,,,22.02.15(화),"₩76,555",,,,,
,,,,,,,,,,22.02.16(수),"₩78,050",,,,,
,,,,,,,,,,22.02.17(목),"₩77,740",,,,,
,,,,,,,,,,22.02.18(금),"₩76,380",,,,,
,,,,,,,,,,22.02.21(월),"₩75,150",,,,,
,,,,,,,,,,22.02.22(화),"₩73,120",,,,,
,,,,,,,,,,22.02.23(수),"₩74,590",,,,,
,,,,,,,,,,22.02.24(목),"₩70,850",,,,,
,,,,,,,,,,22.02.25(금),"₩74,555",,,,,
,,,,,,,,,,22.02.28(월),"₩74,625",,,,,
,,,,,,,,,,22.03.02(수),"₩75,800",,,,,
,,,,,,,,,,22.03.03(목),"₩76,805",,,,,
,,,,,,,,,,22.03.04(금),"₩75,990",,,,,
,,,,,,,,,,22.03.07(월),"₩74,785",,,,,
,,,,,,,,,,22.03.08(화),"₩72,910",,,,,
,,,,,,,,,,22.03.10(목),"₩75,340",,,,,
,,,,,,,,,,22.03.11(금),"₩74,995",,,,,
,,,,,,,,,,22.03.14(월),"₩74,180",,,,,
,,,,,,,,,,22.03.15(화),"₩72,795",,,,,
,,,,,,,,,,22.03.16(수),"₩75,090",,,,,
,,,,,,,,,,22.03.17(목),"₩76,035",,,,,
,,,,,,,,,,22.03.18(금),"₩75,940",,,,,
,,,,,,,,,,22.03.21(월),"₩77,965",,,,,
,,,,,,,,,,22.03.22(화),"₩78,180",,,,,
,,,,,,,,,,22.03.23(수),"₩79,695",,,,,
,,,,,,,,,,22.03.24(목),"₩79,305",,,,,
,,,,,,,,,,22.03.25(금),"₩80,725",,,,,
,,,,,,,,,,22.03.28(월),"₩80,660",,,,,
,,,,,,,,,,22.03.29(화),"₩81,985",,,,,
,,,,,,,,,,22.03.30(수),"₩82,525",,,,,
,,,,,,,,,,22.03.31(목),"₩82,170",,,,,
,,,,,,,,,,22.04.01(금),"₩81,245",,,,,
,,,,,,,,,,22.04.04(월),"₩80,975",,,,,
,,,,,,,,,,22.04.05(화),"₩82,265",,,,,
,,,,,,,,,,22.04.06(수),"₩80,905",,,,,
,,,,,,,,,,22.04.07(목),"₩79,255",,,,,
,,,,,,,,,,22.04.08(금),"₩80,045",,,,,
,,,,,,,,,,22.04.11(월),"₩78,775",,,,,
,,,,,,,,,,22.04.12(화),"₩77,290",,,,,
,,,,,,,,,,22.04.13(수),"₩77,385",,,,,
,,,,,,,,,,22.04.14(목),"₩78,305",,,,,
,,,,,,,,,,22.04.15(금),"₩77,445",,,,,
,,,,,,,,,,22.04.18(월),"₩76,200",,,,,
,,,,,,,,,,22.04.19(화),"₩77,530",,,,,
,,,,,,,,,,22.04.20(수),"₩77,810",,,,,
,,,,,,,,,,22.04.21(목),"₩78,155",,,,,
,,,,,,,,,,22.04.22(금),"₩76,185",,,,,
,,,,,,,,,,22.04.25(월),"₩74,200",,,,,
,,,,,,,,,,22.04.26(화),"₩75,745",,,,,
,,,,,,,,,,22.04.27(수),"₩74,310",,,,,
,,,,,,,,,,22.04.28(목),"₩75,220",,,,,
,,,,,,,,,,22.04.29(금),"₩75,230",,,,,
,,,,,,,,,,22.05.02(월),"₩73,365",,,,,
,,,,,,,,,,22.05.03(화),"₩74,260",,,,,
,,,,,,,,,,22.05.04(수),"₩74,270",,,,,
,,,,,,,,,,22.05.06(금),"₩73,175",,,,,
,,,,,,,,,,22.05.09(월),"₩71,740",,,,,
,,,,,,,,,,22.05.10(화),"₩70,695",,,,,
,,,,,,,,,,22.05.11(수),"₩71,120",,,,,
,,,,,,,,,,22.05.12(목),"₩68,940",,,,,
,,,,,,,,,,22.05.13(금),"₩69,430",,,,,
,,,,,,,,,,22.05.16(월),"₩70,505",,,,,
,,,,,,,,,,22.05.17(화),"₩70,370",,,,,
,,,,,,,,,,22.05.18(수),"₩70,965",,,,,
,,,,,,,,,,22.05.19(목),"₩68,020",,,,,
,,,,,,,,,,22.05.20(금),"₩68,205",,,,,
,,,,,,,,,,22.05.23(월),"₩68,020",,,,,
,,,,,,,,,,22.05.24(화),"₩66,905",,,,,
,,,,,,,,,,22.05.25(수),"₩66,950",,,,,
,,,,,,,,,,22.05.26(목),"₩67,335",,,,,
,,,,,,,,,,22.05.27(금),"₩68,825",,,,,
,,,,,,,,,,22.05.30(월),"₩71,340",,,,,
,,,,,,,,,,22.05.31(화),"₩70,425",,,,,
,,,,,,,,,,22.06.02(목),"₩70,340",,,,,
,,,,,,,,,,22.06.03(금),"₩71,650",,,,,
,,,,,,,,,,22.06.07(화),"₩70,455",,,,,
,,,,,,,,,,22.06.08(수),"₩71,075",,,,,
,,,,,,,,,,22.06.09(목),"₩70,735",,,,,
,,,,,,,,,,22.06.10(금),"₩70,005",,,,,
,,,,,,,,,,22.06.13(월),"₩66,515",,,,,
,,,,,,,,,,22.06.14(화),"₩66,280",,,,,
,,,,,,,,,,22.06.15(수),"₩65,900",,,,,
,,,,,,,,,,22.06.16(목),"₩66,350",,,,,
,,,,,,,,,,22.06.17(금),"₩64,585",,,,,
,,,,,,,,,,22.06.20(월),"₩65,545",,,,,
,,,,,,,,,,22.06.21(화),"₩66,120",,,,,
,,,,,,,,,,22.06.22(수),"₩66,100",,,,,
,,,,,,,,,,22.06.23(목),"₩67,055",,,,,
,,,,,,,,,,22.06.24(금),"₩68,625",,,,,
,,,,,,,,,,22.06.27(월),"₩69,690",,,,,
,,,,,,,,,,22.06.28(화),"₩69,400",,,,,
,,,,,,,,,,22.06.29(수),"₩67,770",,,,,
,,,,,,,,,,22.06.30(목),"₩66,990",,,,,
,,,,,,,,,,22.07.01(금),"₩66,265",,,,,
,,,,,,,,,,22.07.04(월),"₩66,985",,,,,
,,,,,,,,,,22.07.05(화),"₩67,810",,,,,
,,,,,,,,,,22.07.06(수),"₩68,610",,,,,
,,,,,,,,,,22.07.07(목),"₩69,210",,,,,
,,,,,,,,,,22.07.08(금),"₩70,090",,,,,
,,,,,,,,,,22.07.11(월),"₩69,980",,,,,
,,,,,,,,,,22.07.12(화),"₩69,260",,,,,
,,,,,,,,,,22.07.13(수),"₩68,915",,,,,
,,,,,,,,,,22.07.14(목),"₩68,640",,,,,
,,,,,,,,,,22.07.15(금),"₩70,025",,,,,
,,,,,,,,,,22.07.18(월),"₩71,220",,,,,
,,,,,,,,,,22.07.19(화),"₩70,000",,,,,
,,,,,,,,,,22.07.20(수),"₩72,270",,,,,
,,,,,,,,,,22.07.21(목),"₩72,790",,,,,
,,,,,,,,,,22.07.22(금),"₩73,510",,,,,
,,,,,,,,,,22.07.25(월),"₩72,800",,,,,
,,,,,,,,,,22.07.26(화),"₩71,975",,,,,
,,,,,,,,,,22.07.27(수),"₩72,125",,,,,
,,,,,,,,,,22.07.28(목),"₩73,010",,,,,
,,,,,,,,,,22.07.29(금),"₩74,890",,,,,
,,,,,,,,,,22.08.01(월),"₩75,195",,,,,
,,,,,,,,,,22.08.02(화),"₩75,210",,,,,
,,,,,,,,,,22.08.03(수),"₩75,740",,,,,
,,,,,,,,,,22.08.04(목),"₩77,430",,,,,
,,,,,,,,,,22.08.05(금),"₩77,435",,,,,
,,,,,,,,,,22.08.08(월),"₩77,370",,,,,
,,,,,,,,,,22.08.09(화),"₩76,860",,,,,
,,,,,,,,,,22.08.10(수),"₩75,990",,,,,
,,,,,,,,,,22.08.11(목),"₩78,200",,,,,
,,,,,,,,,,22.08.12(금),"₩77,660",,,,,
,,,,,,,,,,22.08.16(화),"₩79,800",,,,,
,,,,,,,,,,22.08.17(수),"₩79,880",,,,,
,,,,,,,,,,22.08.18(목),"₩79,305",,,,,
,,,,,,,,,,22.08.19(금),"₩79,730",,,,,
,,,,,,,,,,22.08.22(월),"₩78,790",,,,,
,,,,,,,,,,22.08.23(화),"₩77,155",,,,,
,,,,,,,,,,22.08.24(수),"₩77,275",,,,,
,,,,,,,,,,22.08.25(목),"₩77,900",,,,,
,,,,,,,,,,22.08.26(금),"₩78,055",,,,,
,,,,,,,,,,22.08.29(월),"₩75,260",,,,,
,,,,,,,,,,22.08.30(화),"₩75,585",,,,,
,,,,,,,,,,22.08.31(수),"₩74,495",,,,,
,,,,,,,,,,22.09.01(목),"₩73,480",,,,,
,,,,,,,,,,22.09.02(금),"₩74,840",,,,,
,,,,,,,,,,22.09.05(월),"₩74,510",,,,,
,,,,,,,,,,22.09.06(화),"₩74,865",,,,,
,,,,,,,,,,22.09.07(수),"₩74,390",,,,,
,,,,,,,,,,22.09.08(목),"₩76,025",,,,,
,,,,,,,,,,22.09.13(화),"₩78,415",,,,,
,,,,,,,,,,22.09.14(수),"₩75,295",,,,,
,,,,,,,,,,22.09.15(목),"₩75,770",,,,,
,,,,,,,,,,22.09.16(금),"₩74,000",,,,,
,,,,,,,,,,22.09.19(월),"₩73,460",,,,,
,,,,,,,,,,22.09.20(화),"₩74,470",,,,,
,,,,,,,,,,22.09.21(수),"₩73,870",,,,,
,,,,,,,,,,22.09.22(목),"₩73,120",,,,,
,,,,,,,,,,22.09.23(금),"₩72,400",,,,,
,,,,,,,,,,22.09.26(월),"₩71,800",,,,,
,,,,,,,,,,22.09.27(화),"₩72,580",,,,,
,,,,,,,,,,22.09.28(수),"₩72,225",,,,,
,,,,,,,,,,22.09.29(목),"₩73,285",,,,,
,,,,,,,,,,22.09.30(금),"₩71,780",,,,,
,,,,,,,,,,22.10.04(화),"₩72,525",,,,,
,,,,,,,,,,22.10.05(수),"₩72,755",,,,,
,,,,,,,,,,22.10.06(목),"₩72,865",,,,,
,,,,,,,,,,22.10.07(금),"₩72,165",,,,,
,,,,,,,,,,22.10.11(화),"₩69,995",,,,,
,,,,,,,,,,22.10.12(수),"₩69,580",,,,,
,,,,,,,,,,22.10.13(목),"₩68,975",,,,,
,,,,,,,,,,22.10.14(금),"₩70,930",,,,,
,,,,,,,,,,22.10.17(월),"₩69,300",,,,,
,,,,,,,,,,22.10.18(화),"₩71,750",,,,,
,,,,,,,,,,22.10.19(수),"₩71,600",,,,,
,,,,,,,,,,22.10.20(목),"₩70,670",,,,,
,,,,,,,,,,22.10.21(금),"₩70,690",,,,,
,,,,,,,,,,22.10.24(월),"₩73,215",,,,,
