,,,,,,,,,,,,,,,,
,26.02.25(수),,260,주초,주말,TIGER 미국나스닥100 주종가,지수 추세,시장 평가,,Date,TIGER 미국나스닥100 ,Date,KODEX 미국나스닥100레버리지(합성 H),TIGER 미국나스닥100레버리지(합성),ACE 미국빅테크TOP7 Plus레버리지(합성),TIMEFOLIO 미국나스닥100액티브
,,,,,,,,,,22.10.25(화),"₩73,455",,,,,
,,,,,,,,,,22.10.26(수),"₩72,965",,,,,
,,,,,,,,,,22.10.27(목),"₩72,630",,,,,
,,,,,,,,,,22.10.28(금),"₩70,370",,,,,
,,,,,,,,,,22.10.31(월),"₩73,240",,,,,
,,,,,,,,,,22.11.01(화),"₩72,855",,,,,
,,,,,,,,,,22.11.02(수),"₩71,830",,,,,
,,,,,,,,,,22.11.03(목),"₩69,465",,,,,
,,,,,,,,,,22.11.04(금),"₩68,505",,,,,
,,,,,,,,,,22.11.07(월),"₩67,885",,,,,
,,,,,,,,,,22.11.08(화),"₩67,915",,,,,
,,,,,,,,,,22.11.09(수),"₩67,550",,,,,
,,,,,,,,,,22.11.10(목),"₩66,785",,,,,
,,,,,,,,,,22.11.11(금),"₩68,980",,,,,
,,,,,,,,,,22.11.14(월),"₩69,650",,,,,
,,,,,,,,,,22.11.15(화),"₩69,700",,,,,
,,,,,,,,,,22.11.16(수),"₩70,535",,,,,
,,,,,,,,,,22.11.17(목),"₩70,660",,,,,
,,,,,,,,,,22.11.18(금),"₩70,015",,,,,
,,,,,,,,,,22.11.21(월),"₩70,660",,,,,
,,,,,,,,,,22.11.22(화),"₩70,190",,,,,
,,,,,,,,,,22.11.23(수),"₩70,815",,,,,
,,,,,,,,,,22.11.24(목),"₩70,490",,,,,
,,,,,,,,,,22.11.25(금),"₩70,440",,,,,
,,,,,,,,,,22.11.28(월),"₩69,935",,,,,
,,,,,,,,,,22.11.29(화),"₩69,175",,,,,
,,,,,,,,,,22.11.30(수),"₩67,950",,,,,
,,,,,,,,,,22.12.01(목),"₩69,990",,,,,
,,,,,,,,,,22.12.02(금),"₩69,920",,,,,
,,,,,,,,,,22.12.05(월),"₩69,245",,,,,
,,,,,,,,,,22.12.06(화),"₩69,480",,,,,
,,,,,,,,,,22.12.07(수),"₩68,365",,,,,
,,,,,,,,,,22.12.08(목),"₩67,760",,,,,
,,,,,,,,,,22.12.09(금),"₩67,990",,,,,
,,,,,,,,,,22.12.12(월),"₩67,565",,,,,
,,,,,,,,,,22.12.13(화),"₩68,225",,,,,
,,,,,,,,,,22.12.14(수),"₩68,795",,,,,
,,,,,,,,,,22.12.15(목),"₩68,490",,,,,
,,,,,,,,,,22.12.16(금),"₩66,395",,,,,
,,,,,,,,,,22.12.19(월),"₩65,665",,,,,
,,,,,,,,,,22.12.20(화),"₩63,500",,,,,
,,,,,,,,,,22.12.21(수),"₩64,000",,,,,
,,,,,,,,,,22.12.22(목),"₩64,380",,,,,
,,,,,,,,,,22.12.23(금),"₩62,845",,,,,
,,,,,,,,,,22.12.26(월),"₩62,745",,,,,
,,,,,,,,,,22.12.27(화),"₩62,925",,,,,
,,,,,,,,,,22.12.28(수),"₩61,500",,,,,
,,,,,,,,,,22.12.29(목),"₩60,800",,,,,
,,,,,,,,,,22.12.30(금),"₩60,800",,,,,
,,,,,,,,,,23.01.02(월),"₩61,515",,,,,
,,,,,,,,,,23.01.03(화),"₩62,435",,,,,
,,,,,,,,,,23.01.04(수),"₩62,025",,,,,
,,,,,,,,,,23.01.05(목),"₩61,950",,,,,
,,,,,,,,,,23.01.06(금),"₩61,190",,,,,
,,,,,,,,,,23.01.09(월),"₩61,695",,,,,
,,,,,,,,,,23.01.10(화),"₩61,755",,,,,
,,,,,,,,,,23.01.11(수),"₩62,480",,,,,
,,,,,,,,,,23.01.12(목),"₩63,655",,,,,
,,,,,,,,,,23.01.13(금),"₩63,580",,,,,
,,,,,,,,,,23.01.16(월),"₩63,750",,,,,
,,,,,,,,,,23.01.17(화),"₩63,610",,,,,
,,,,,,,,,,23.01.18(수),"₩64,155",,,,,
,,,,,,,,,,23.01.19(목),"₩62,920",,,,,
,,,,,,,,,,23.01.20(금),"₩62,785",,,,,
,,,,,,,,,,23.01.25(수),"₩64,900",,,,,
,,,,,,,,,,23.01.26(목),"₩65,505",,,,,
,,,,,,,,,,23.01.27(금),"₩66,030",,,,,
,,,,,,,,,,23.01.30(월),"₩66,425",,,,,
,,,,,,,,,,23.01.31(화),"₩65,490",,,,,
,,,,,,,,,,23.02.01(수),"₩66,405",,,,,
,,,,,,,,,,23.02.02(목),"₩68,100",,,,,
,,,,,,,,,,23.02.03(금),"₩69,280",,,,,
,,,,,,,,,,23.02.06(월),"₩70,090",,,,,
,,,,,,,,,,23.02.07(화),"₩70,115",,,,,
,,,,,,,,,,23.02.08(수),"₩71,820",,,,,
,,,,,,,,,,23.02.09(목),"₩70,810",,,,,
,,,,,,,,,,23.02.10(금),"₩69,895",,,,,
,,,,,,,,,,23.02.13(월),"₩70,055",,,,,
,,,,,,,,,,23.02.14(화),"₩70,855",,,,,
,,,,,,,,,,23.02.15(수),"₩71,730",,,,,
,,,,,,,,,,23.02.16(목),"₩73,070",,,,,
,,,,,,,,,,23.02.17(금),"₩71,810",,,,,
,,,,,,,,,,23.02.20(월),"₩71,615",,,,,
,,,,,,,,,,23.02.21(화),"₩71,430",,,,,
,,,,,,,,,,23.02.22(수),"₩70,520",,,,,
,,,,,,,,,,23.02.23(목),"₩70,585",,,,,
,,,,,,,,,,23.02.24(금),"₩70,870",,,,,
,,,,,,,,,,23.02.27(월),"₩70,955",,,,,
,,,,,,,,,,23.02.28(화),"₩71,485",,,,,
,,,,,,,,,,23.03.02(목),"₩69,910",,,,,
,,,,,,,,,,23.03.03(금),"₩70,000",,,,,
,,,,,,,,,,23.03.06(월),"₩71,450",,,,,
,,,,,,,,,,23.03.07(화),"₩71,700",,,,,
,,,,,,,,,,23.03.08(수),"₩71,735",,,,,
,,,,,,,,,,23.03.09(목),"₩72,165",,,,,
,,,,,,,,,,23.03.10(금),"₩70,750",,,,,
,,,,,,,,,,23.03.13(월),"₩70,205",,,,,
,,,,,,,,,,23.03.14(화),"₩70,015",,,,,
,,,,,,,,,,23.03.15(수),"₩71,320",,,,,
,,,,,,,,,,23.03.16(목),"₩72,180",,,,,
,,,,,,,,,,23.03.17(금),"₩73,435",,,,,
,,,,,,,,,,23.03.20(월),"₩73,210",,,,,
,,,,,,,,,,23.03.21(화),"₩73,735",,,,,
,,,,,,,,,,23.03.22(수),"₩74,600",,,,,
,,,,,,,,,,23.03.23(목),"₩72,600",,,,,
,,,,,,,,,,23.03.24(금),"₩73,700",,,,,
,,,,,,,,,,23.03.27(월),"₩74,705",,,,,
,,,,,,,,,,23.03.28(화),"₩73,820",,,,,
,,,,,,,,,,23.03.29(수),"₩74,055",,,,,
,,,,,,,,,,23.03.30(목),"₩74,785",,,,,
,,,,,,,,,,23.03.31(금),"₩75,475",,,,,
,,,,,,,,,,23.04.03(월),"₩77,105",,,,,
,,,,,,,,,,23.04.04(화),"₩77,290",,,,,
,,,,,,,,,,23.04.05(수),"₩76,880",,,,,
,,,,,,,,,,23.04.06(목),"₩76,395",,,,,
,,,,,,,,,,23.04.07(금),"₩76,995",,,,,
,,,,,,,,,,23.04.10(월),"₩76,805",,,,,
,,,,,,,,,,23.04.11(화),"₩77,230",,,,,
,,,,,,,,,,23.04.12(수),"₩76,840",,,,,
,,,,,,,,,,23.04.13(목),"₩75,600",,,,,
,,,,,,,,,,23.04.14(금),"₩76,215",,,,,
,,,,,,,,,,23.04.17(월),"₩76,795",,,,,
,,,,,,,,,,23.04.18(화),"₩77,240",,,,,
,,,,,,,,,,23.04.19(수),"₩77,280",,,,,
,,,,,,,,,,23.04.20(목),"₩77,200",,,,,
,,,,,,,,,,23.04.21(금),"₩77,260",,,,,
,,,,,,,,,,23.04.24(월),"₩77,315",,,,,
,,,,,,,,,,23.04.25(화),"₩77,170",,,,,
,,,,,,,,,,23.04.26(수),"₩77,050",,,,,
,,,,,,,,,,23.04.27(목),"₩77,160",,,,,
,,,,,,,,,,23.04.28(금),"₩78,570",,,,,
,,,,,,,,,,23.05.02(화),"₩79,230",,,,,
,,,,,,,,,,23.05.03(수),"₩78,475",,,,,
,,,,,,,,,,23.05.04(목),"₩77,300",,,,,
,,,,,,,,,,23.05.08(월),"₩78,215",,,,,
,,,,,,,,,,23.05.09(화),"₩78,545",,,,,
,,,,,,,,,,23.05.10(수),"₩78,260",,,,,
,,,,,,,,,,23.05.11(목),"₩79,260",,,,,
,,,,,,,,,,23.05.12(금),"₩79,990",,,,,
,,,,,,,,,,23.05.15(월),"₩79,825",,,,,
,,,,,,,,,,23.05.16(화),"₩80,125",,,,,
,,,,,,,,,,23.05.17(수),"₩80,380",,,,,
,,,,,,,,,,23.05.18(목),"₩80,995",,,,,
,,,,,,,,,,23.05.19(금),"₩82,135",,,,,
,,,,,,,,,,23.05.22(월),"₩81,425",,,,,
,,,,,,,,,,23.05.23(화),"₩81,355",,,,,
,,,,,,,,,,23.05.24(수),"₩80,525",,,,,
,,,,,,,,,,23.05.25(목),"₩81,970",,,,,
,,,,,,,,,,23.05.26(금),"₩82,515",,,,,
,,,,,,,,,,23.05.30(화),"₩85,020",,,,,
,,,,,,,,,,23.05.31(수),"₩84,770",,,,,
,,,,,,,,,,23.06.01(목),"₩84,280",,,,,
,,,,,,,,,,23.06.02(금),"₩84,520",,,,,
,,,,,,,,,,23.06.05(월),"₩84,800",,,,,
,,,,,,,,,,23.06.07(수),"₩84,815",,,,,
,,,,,,,,,,23.06.08(목),"₩83,080",,,,,
,,,,,,,,,,23.06.09(금),"₩83,680",,,,,
,,,,,,,,,,23.06.12(월),"₩84,060",,,,,
,,,,,,,,,,23.06.13(화),"₩84,515",,,,,
,,,,,,,,,,23.06.14(수),"₩85,165",,,,,
,,,,,,,,,,23.06.15(목),"₩85,745",,,,,
,,,,,,,,,,23.06.16(금),"₩86,395",,,,,
,,,,,,,,,,23.06.19(월),"₩86,470",,,,,
,,,,,,,,,,23.06.20(화),"₩86,195",,,,,
,,,,,,,,,,23.06.21(수),"₩86,940",,,,,
,,,,,,,,,,23.06.22(목),"₩85,770",,,,,
,,,,,,,,,,23.06.23(금),"₩87,330",,,,,
,,,,,,,,,,23.06.26(월),"₩87,045",,,,,
,,,,,,,,,,23.06.27(화),"₩85,730",,,,,
,,,,,,,,,,23.06.28(수),"₩87,100",,,,,
,,,,,,,,,,23.06.29(목),"₩88,180",,,,,
,,,,,,,,,,23.06.30(금),"₩88,285",,,,,
,,,,,,,,,,23.07.03(월),"₩88,920",,,,,
,,,,,,,,,,23.07.04(화),"₩88,430",,,,,
,,,,,,,,,,23.07.05(수),"₩88,105",,,,,
,,,,,,,,,,23.07.06(목),"₩88,160",,,,,
,,,,,,,,,,23.07.07(금),"₩87,960",,,,,
,,,,,,,,,,23.07.10(월),"₩87,335",,,,,
,,,,,,,,,,23.07.11(화),"₩87,320",,,,,
,,,,,,,,,,23.07.12(수),"₩87,280",,,,,
,,,,,,,,,,23.07.13(목),"₩87,640",,,,,
,,,,,,,,,,23.07.14(금),"₩88,250",,,,,
,,,,,,,,,,23.07.17(월),"₩88,135",,,,,
,,,,,,,,,,23.07.18(화),"₩88,535",,,,,
,,,,,,,,,,23.07.19(수),"₩89,735",,,,,
,,,,,,,,,,23.07.20(목),"₩89,440",,,,,
,,,,,,,,,,23.07.21(금),"₩88,870",,,,,
,,,,,,,,,,23.07.24(월),"₩88,325",,,,,
,,,,,,,,,,23.07.25(화),"₩88,255",,,,,
,,,,,,,,,,23.07.26(수),"₩88,630",,,,,
,,,,,,,,,,23.07.27(목),"₩89,140",,,,,
,,,,,,,,,,23.07.28(금),"₩88,545",,,,,
,,,,,,,,,,23.07.31(월),"₩89,505",,,,,
,,,,,,,,,,23.08.01(화),"₩90,300",,,,,
,,,,,,,,,,23.08.02(수),"₩90,355",,,,,
,,,,,,,,,,23.08.03(목),"₩89,110",,,,,
,,,,,,,,,,23.08.04(금),"₩90,345",,,,,
,,,,,,,,,,23.08.07(월),"₩89,420",,,,,
,,,,,,,,,,23.08.08(화),"₩90,110",,,,,
,,,,,,,,,,23.08.09(수),"₩89,950",,,,,
,,,,,,,,,,23.08.10(목),"₩89,195",,,,,
,,,,,,,,,,23.08.11(금),"₩89,545",,,,,
,,,,,,,,,,23.08.14(월),"₩89,150",,,,,
,,,,,,,,,,23.08.16(수),"₩89,860",,,,,
,,,,,,,,,,23.08.17(목),"₩89,180",,,,,
,,,,,,,,,,23.08.18(금),"₩87,875",,,,,
,,,,,,,,,,23.08.21(월),"₩88,075",,,,,
,,,,,,,,,,23.08.22(화),"₩89,160",,,,,
,,,,,,,,,,23.08.23(수),"₩89,610",,,,,
,,,,,,,,,,23.08.24(목),"₩90,510",,,,,
,,,,,,,,,,23.08.25(금),"₩87,475",,,,,
,,,,,,,,,,23.08.28(월),"₩88,425",,,,,
,,,,,,,,,,23.08.29(화),"₩89,045",,,,,
,,,,,,,,,,23.08.30(수),"₩90,910",,,,,
,,,,,,,,,,23.08.31(목),"₩91,345",,,,,
,,,,,,,,,,23.09.01(금),"₩91,255",,,,,
,,,,,,,,,,23.09.04(월),"₩91,460",,,,,
,,,,,,,,,,23.09.05(화),"₩91,950",,,,,
,,,,,,,,,,23.09.06(수),"₩92,085",,,,,
,,,,,,,,,,23.09.07(목),"₩91,380",,,,,
,,,,,,,,,,23.09.08(금),"₩91,180",,,,,
,,,,,,,,,,23.09.11(월),"₩91,300",,,,,
,,,,,,,,,,23.09.12(화),"₩91,700",,,,,
,,,,,,,,,,23.09.13(수),"₩90,760",,,,,
,,,,,,,,,,23.09.14(목),"₩91,370",,,,,
,,,,,,,,,,23.09.15(금),"₩91,905",,,,,
,,,,,,,,,,23.09.18(월),"₩90,105",,,,,
,,,,,,,,,,23.09.19(화),"₩90,215",,,,,
,,,,,,,,,,23.09.20(수),"₩90,335",,,,,
,,,,,,,,,,23.09.21(목),"₩89,345",,,,,
,,,,,,,,,,23.09.22(금),"₩88,410",,,,,
,,,,,,,,,,23.09.25(월),"₩88,040",,,,,
,,,,,,,,,,23.09.26(화),"₩88,455",,,,,
,,,,,,,,,,23.09.27(수),"₩88,060",,,,,
,,,,,,,,,,23.10.04(수),"₩88,090",,,,,
,,,,,,,,,,23.10.05(목),"₩89,105",,,,,
,,,,,,,,,,23.10.06(금),"₩88,805",,,,,
,,,,,,,,,,23.10.10(화),"₩90,880",,,,,
,,,,,,,,,,23.10.11(수),"₩90,755",,,,,
,,,,,,,,,,23.10.12(목),"₩91,555",,,,,
,,,,,,,,,,23.10.13(금),"₩91,540",,,,,
,,,,,,,,,,23.10.16(월),"₩91,030",,,,,
,,,,,,,,,,23.10.17(화),"₩91,630",,,,,
,,,,,,,,,,23.10.18(수),"₩91,000",,,,,
,,,,,,,,,,23.10.19(목),"₩90,275",,,,,
,,,,,,,,,,23.10.20(금),"₩88,910",,,,,
,,,,,,,,,,23.10.23(월),"₩88,335",,,,,
,,,,,,,,,,23.10.24(화),"₩88,135",,,,,
,,,,,,,,,,23.10.25(수),"₩88,485",,,,,
,,,,,,,,,,23.10.26(목),"₩86,490",,,,,
,,,,,,,,,,23.10.27(금),"₩86,220",,,,,
,,,,,,,,,,23.10.30(월),"₩85,985",,,,,
,,,,,,,,,,23.10.31(화),"₩85,935",,,,,
,,,,,,,,,,23.11.01(수),"₩87,225",,,,,
,,,,,,,,,,23.11.02(목),"₩88,205",,,,,
,,,,,,,,,,23.11.03(금),"₩87,840",,,,,
,,,,,,,,,,23.11.06(월),"₩87,510",,,,,
,,,,,,,,,,23.11.07(화),"₩88,280",,,,,
,,,,,,,,,,23.11.08(수),"₩89,315",,,,,
,,,,,,,,,,23.11.09(목),"₩89,480",,,,,
,,,,,,,,,,23.11.10(금),"₩89,230",,,,,
,,,,,,,,,,23.11.13(월),"₩91,440",,,,,
,,,,,,,,,,23.11.14(화),"₩92,020",,,,,
,,,,,,,,,,23.11.15(수),"₩92,155",,,,,
,,,,,,,,,,23.11.16(목),"₩91,545",,,,,
,,,,,,,,,,23.11.17(금),"₩91,650",,,,,
,,,,,,,,,,23.11.20(월),"₩91,080",,,,,
,,,,,,,,,,23.11.21(화),"₩92,360",,,,,
,,,,,,,,,,23.11.22(수),"₩92,335",,,,,
,,,,,,,,,,23.11.23(목),"₩92,860",,,,,
,,,,,,,,,,23.11.24(금),"₩93,350",,,,,
,,,,,,,,,,23.11.27(월),"₩92,675",,,,,
,,,,,,,,,,23.11.28(화),"₩92,270",,,,,
,,,,,,,,,,23.11.29(수),"₩92,310",,,,,
,,,,,,,,,,23.11.30(목),"₩92,385",,,,,
,,,,,,,,,,23.12.01(금),"₩92,890",,,,,
,,,,,,,,,,23.12.04(월),"₩92,980",,,,,
,,,,,,,,,,23.12.05(화),"₩92,525",,,,,
,,,,,,,,,,23.12.06(수),"₩93,545",,,,,
,,,,,,,,,,23.12.07(목),"₩93,485",,,,,
,,,,,,,,,,23.12.08(금),"₩93,440",,,,,
,,,,,,,,,,23.12.11(월),"₩94,495",,,,,
,,,,,,,,,,23.12.12(화),"₩95,435",,,,,
,,,,,,,,,,23.12.13(수),"₩96,510",,,,,
,,,,,,,,,,23.12.14(목),"₩96,450",,,,,
,,,,,,,,,,23.12.15(금),"₩95,870",,,,,
,,,,,,,,,,23.12.18(월),"₩96,580",,,,,
,,,,,,,,,,23.12.19(화),"₩97,660",,,,,
,,,,,,,,,,23.12.20(수),"₩97,655",,,,,
,,,,,,,,,,23.12.21(목),"₩97,040",,,,,
,,,,,,,,,,23.12.22(금),"₩97,190",,,,,
,,,,,,,,,,23.12.26(화),"₩97,325",,,,,
,,,,,,,,,,23.12.27(수),"₩97,700",,,,,
,,,,,,,,,,23.12.28(목),"₩97,620",,,,,
,,,,,,,,,,23.12.29(금),"₩97,620",,,,,
,,,,,,,,,,24.01.02(화),"₩97,810",,,,,
,,,,,,,,,,24.01.03(수),"₩96,435",,,,,
,,,,,,,,,,24.01.04(목),"₩95,925",,,,,
,,,,,,,,,,24.01.05(금),"₩95,615",,,,,
,,,,,,,,,,24.01.08(월),"₩95,835",,,,,
,,,,,,,,,,24.01.09(화),"₩97,750",,,,,
,,,,,,,,,,24.01.10(수),"₩98,360",,,,,
,,,,,,,,,,24.01.11(목),"₩98,865",,,,,
,,,,,,,,,,24.01.12(금),"₩98,650",,,,,
,,,,,,,,,,24.01.15(월),"₩99,475",,,,,
,,,,,,,,,,24.01.16(화),"₩99,605",,,,,
,,,,,,,,,,24.01.17(수),"₩100,405",,,,,
,,,,,,,,,,24.01.18(목),"₩100,230",,,,,
,,,,,,,,,,24.01.19(금),"₩101,850",,,,,
,,,,,,,,,,24.01.22(월),"₩104,130",,,,,
,,,,,,,,,,24.01.23(화),"₩103,345",,,,,
,,,,,,,,,,24.01.24(수),"₩104,460",,,,,
,,,,,,,,,,24.01.25(목),"₩104,480",,,,,
,,,,,,,,,,24.01.26(금),"₩103,815",,,,,
,,,,,,,,,,24.01.29(월),"₩104,085",,,,,
,,,,,,,,,,24.01.30(화),"₩104,290",,,,,
,,,,,,,,,,24.01.31(수),"₩103,225",,,,,
,,,,,,,,,,24.02.01(목),"₩102,070",,,,,
,,,,,,,,,,24.02.02(금),"₩103,315",,,,,
,,,,,,,,,,24.02.05(월),"₩104,525",,,,,
,,,,,,,,,,24.02.06(화),"₩104,450",,,,,
,,,,,,,,,,24.02.07(수),"₩103,945",,,,,
,,,,,,,,,,24.02.08(목),"₩105,210",,,,,
,,,,,,,,,,24.02.13(화),"₩105,900",,,,,
,,,,,,,,,,24.02.14(수),"₩104,975",,,,,
,,,,,,,,,,24.02.15(목),"₩105,960",,,,,
,,,,,,,,,,24.02.16(금),"₩106,425",,,,,
,,,,,,,,,,24.02.19(월),"₩105,550",,,,,
,,,,,,,,,,24.02.20(화),"₩105,305",,,,,
,,,,,,,,,,24.02.21(수),"₩104,190",,,,,
,,,,,,,,,,24.02.22(목),"₩105,170",,,,,
,,,,,,,,,,24.02.23(금),"₩106,825",,,,,
,,,,,,,,,,24.02.26(월),"₩106,300",,,,,
,,,,,,,,,,24.02.27(화),"₩106,240",,,,,
,,,,,,,,,,24.02.28(수),"₩106,770",,,,,
,,,,,,,,,,24.02.29(목),"₩106,160",,,,,
,,,,,,,,,,24.03.04(월),"₩108,760",,,,,
,,,,,,,,,,24.03.05(화),"₩108,090",,,,,
,,,,,,,,,,24.03.06(수),"₩106,895",,,,,
,,,,,,,,,,24.03.07(목),"₩106,735",,,,,
,,,,,,,,,,24.03.08(금),"₩107,570",,,,,
,,,,,,,,,,24.03.11(월),"₩105,215",,,,,
,,,,,,,,,,24.03.12(화),"₩105,645",,,,,
,,,,,,,,,,24.03.13(수),"₩106,830",,,,,
,,,,,,,,,,24.03.14(목),"₩106,625",,,,,
,,,,,,,,,,24.03.15(금),"₩106,555",,,,,
,,,,,,,,,,24.03.18(월),"₩106,600",,,,,
,,,,,,,,,,24.03.19(화),"₩107,285",,,,,
,,,,,,,,,,24.03.20(수),"₩107,640",,,,,
,,,,,,,,,,24.03.21(목),"₩108,460",,,,,
,,,,,,,,,,24.03.22(금),"₩109,510",,,,,
,,,,,,,,,,24.03.25(월),"₩109,630",,,,,
,,,,,,,,,,24.03.26(화),"₩109,450",,,,,
,,,,,,,,,,24.03.27(수),"₩109,970",,,,,
,,,,,,,,,,24.03.28(목),"₩109,740",,,,,
,,,,,,,,,,24.03.29(금),"₩110,200",,,,,
,,,,,,,,,,24.04.01(월),"₩110,580",,,,,
,,,,,,,,,,24.04.02(화),"₩110,290",,,,,
,,,,,,,,,,24.04.03(수),"₩108,710",,,,,
,,,,,,,,,,24.04.04(목),"₩109,480",,,,,
,,,,,,,,,,24.04.05(금),"₩108,175",,,,,
,,,,,,,,,,24.04.08(월),"₩109,330",,,,,
,,,,,,,,,,24.04.09(화),"₩109,605",,,,,
,,,,,,,,,,24.04.11(목),"₩109,755",,,,,
,,,,,,,,,,24.04.12(금),"₩112,400",,,,,
,,,,,,,,,,24.04.15(월),"₩111,680",,,,,
,,,,,,,,,,24.04.16(화),"₩109,945",,,,,
,,,,,,,,,,24.04.17(수),"₩109,260",,,,,
,,,,,,,,,,24.04.18(목),"₩107,790",,,,,
,,,,,,,,,,24.04.19(금),"₩106,260",,,,,
,,,,,,,,,,24.04.22(월),"₩105,535",,,,,
,,,,,,,,,,24.04.23(화),"₩105,705",,,,,
,,,,,,,,,,24.04.24(수),"₩107,575",,,,,
,,,,,,,,,,24.04.25(목),"₩105,980",,,,,
,,,,,,,,,,24.04.26(금),"₩108,185",,,,,
,,,,,,,,,,24.04.29(월),"₩109,140",,,,,
,,,,,,,,,,24.04.30(화),"₩109,420",,,,,
,,,,,,,,,,24.05.02(목),"₩106,900",,,,,
,,,,,,,,,,24.05.03(금),"₩107,065",,,,,
,,,,,,,,,,24.05.07(화),"₩109,420",,,,,
,,,,,,,,,,24.05.08(수),"₩109,905",,,,,
,,,,,,,,,,24.05.09(목),"₩110,140",,,,,
,,,,,,,,,,24.05.10(금),"₩110,530",,,,,
,,,,,,,,,,24.05.13(월),"₩110,980",,,,,
,,,,,,,,,,24.05.14(화),"₩110,960",,,,,
,,,,,,,,,,24.05.16(목),"₩111,690",,,,,
,,,,,,,,,,24.05.17(금),"₩112,160",,,,,
,,,,,,,,,,24.05.20(월),"₩112,315",,,,,
,,,,,,,,,,24.05.21(화),"₩113,365",,,,,
,,,,,,,,,,24.05.22(수),"₩113,725",,,,,
,,,,,,,,,,24.05.23(목),"₩114,535",,,,,
,,,,,,,,,,24.05.24(금),"₩113,715",,,,,
,,,,,,,,,,24.05.27(월),"₩114,370",,,,,
,,,,,,,,,,24.05.28(화),"₩114,145",,,,,
,,,,,,,,,,24.05.29(수),"₩114,350",,,,,
,,,,,,,,,,24.05.30(목),"₩114,450",,,,,
,,,,,,,,,,24.05.31(금),"₩114,120",,,,,
,,,,,,,,,,24.06.03(월),"₩114,090",,,,,
,,,,,,,,,,24.06.04(화),"₩113,960",,,,,
,,,,,,,,,,24.06.05(수),"₩114,380",,,,,
,,,,,,,,,,24.06.07(금),"₩116,090",,,,,
,,,,,,,,,,24.06.10(월),"₩116,460",,,,,
,,,,,,,,,,24.06.11(화),"₩117,275",,,,,
,,,,,,,,,,24.06.12(수),"₩118,100",,,,,
,,,,,,,,,,24.06.13(목),"₩120,100",,,,,
,,,,,,,,,,24.06.14(금),"₩120,730",,,,,
,,,,,,,,,,24.06.17(월),"₩121,060",,,,,
,,,,,,,,,,24.06.18(화),"₩122,575",,,,,
,,,,,,,,,,24.06.19(수),"₩122,835",,,,,
,,,,,,,,,,24.06.20(목),"₩123,680",,,,,
,,,,,,,,,,24.06.21(금),"₩122,535",,,,,
,,,,,,,,,,24.06.24(월),"₩122,215",,,,,
,,,,,,,,,,24.06.25(화),"₩120,740",,,,,
,,,,,,,,,,24.06.26(수),"₩122,325",,,,,
,,,,,,,,,,24.06.27(목),"₩121,780",,,,,
,,,,,,,,,,24.06.28(금),"₩121,990",,,,,
,,,,,,,,,,24.07.01(월),"₩121,605",,,,,
,,,,,,,,,,24.07.02(화),"₩122,375",,,,,
,,,,,,,,,,24.07.03(수),"₩124,075",,,,,
,,,,,,,,,,24.07.04(목),"₩124,210",,,,,
,,,,,,,,,,24.07.05(금),"₩124,450",,,,,
,,,,,,,,,,24.07.08(월),"₩125,670",,,,,
,,,,,,,,,,24.07.09(화),"₩126,295",,,,,
,,,,,,,,,,24.07.10(수),"₩126,435",,,,,
,,,,,,,,,,24.07.11(목),"₩127,085",,,,,
,,,,,,,,,,24.07.12(금),"₩124,350",,,,,
,,,,,,,,,,24.07.15(월),"₩125,870",,,,,
,,,,,,,,,,24.07.16(화),"₩126,215",,,,,
,,,,,,,,,,24.07.17(수),"₩124,715",,,,,
,,,,,,,,,,24.07.18(목),"₩122,690",,,,,
,,,,,,,,,,24.07.19(금),"₩122,385",,,,,
,,,,,,,,,,24.07.22(월),"₩121,385",,,,,
,,,,,,,,,,24.07.23(화),"₩121,980",,,,,
,,,,,,,,,,24.07.24(수),"₩120,795",,,,,
,,,,,,,,,,24.07.25(목),"₩117,775",,,,,
,,,,,,,,,,24.07.26(금),"₩116,945",,,,,
,,,,,,,,,,24.07.29(월),"₩118,110",,,,,
,,,,,,,,,,24.07.30(화),"₩117,555",,,,,
,,,,,,,,,,24.07.31(수),"₩116,785",,,,,
,,,,,,,,,,24.08.01(목),"₩118,465",,,,,
,,,,,,,,,,24.08.02(금),"₩113,420",,,,,
,,,,,,,,,,24.08.05(월),"₩106,025",,,,,
,,,,,,,,,,24.08.06(화),"₩111,535",,,,,
,,,,,,,,,,24.08.07(수),"₩111,630",,,,,
,,,,,,,,,,24.08.08(목),"₩109,960",,,,,
,,,,,,,,,,24.08.09(금),"₩111,920",,,,,
,,,,,,,,,,24.08.12(월),"₩113,280",,,,,
,,,,,,,,,,24.08.13(화),"₩113,460",,,,,
,,,,,,,,,,24.08.14(수),"₩115,340",,,,,
,,,,,,,,,,24.08.16(금),"₩118,400",,,,,
,,,,,,,,,,24.08.19(월),"₩115,745",,,,,
,,,,,,,,,,24.08.20(화),"₩117,560",,,,,
,,,,,,,,,,24.08.21(수),"₩117,490",,,,,
,,,,,,,,,,24.08.22(목),"₩117,875",,,,,
,,,,,,,,,,24.08.23(금),"₩116,880",,,,,
,,,,,,,,,,24.08.26(월),"₩116,650",,,,,
,,,,,,,,,,24.08.27(화),"₩115,795",,,,,
,,,,,,,,,,24.08.28(수),"₩116,730",,,,,
,,,,,,,,,,24.08.29(목),"₩114,370",,,,,
,,,,,,,,,,24.08.30(금),"₩115,580",,,,,
